key	value
60,0,,18,1623,3466,1662,3645	100,,، 
60,0,,19,2647,3654,2691,3840	98,,، 
60,0,,19,1891,3654,1961,3840	68,,(
60,0,,19,1790,3654,1866,3840	76,0, 
60,0,,19,1650,3654,1790,3840	92,,- 
60,0,,19,1530,3654,1651,3840	100,,) 
60,0,,20,2601,3849,2663,4024	100,,، 
60,0,,20,1777,3849,1798,4024	99,,(
60,0,,20,1675,3849,1737,4024	98,,) 
61,0,,1,1713,97,1886,204	98,61, 
61,0,,2,2734,299,2755,492	63,,(
61,0,,2,2635,299,2695,492	100,,) 
61,0,,2,2227,299,2287,492	100,,: 
61,0,,4,1562,701,1587,883	100,,(
61,0,,4,1459,701,1517,883	98,,) 
61,0,,4,623,701,680,883	100,,، 
61,0,,5,2616,898,2655,1088	94,,، 
61,0,,5,1726,898,1745,1088	85,,(
61,0,,5,1628,898,1687,1088	98,,) 
61,0,,7,915,1292,964,1471	82,,. 
61,0,,8,1552,1522,1622,1695	90,,) 
61,0,,8,639,1522,729,1695	100,,. 
61,0,,9,2978,1732,3034,1913	100,,) 
61,0,,9,2382,1732,2450,1913	100,,: 
61,0,,9,2325,1732,2382,1913	99,,«
61,0,,9,1931,1732,1999,1913	98,,، 
61,0,,9,576,1732,600,1913	99,,(
61,0,,9,357,1732,538,1913	100,,) 
61,0,,9,331,1732,356,1913	100,4,
61,0,,10,3108,1938,3192,2111	100,,(
61,0,,10,2993,1938,3069,2111	100,1, 
61,0,,10,2928,1938,2992,2111	100,,-
61,0,,10,2761,1938,2852,2111	100,,) 
61,0,,10,1836,1938,1900,2111	100,,. 
61,0,,10,1084,1938,1110,2111	100,,(
61,0,,10,982,1938,1046,2111	100,,) 
61,0,,11,2691,2156,2711,2341	100,,(
61,0,,11,2584,2156,2651,2341	87,,) 
61,0,,11,2517,2156,2585,2341	84,,، 
61,0,,11,638,2156,731,2341	100,,، 
61,0,,12,1132,2368,1210,2558	96,,. 
61,0,,13,1588,2587,1612,2764	100,,.
61,0,,14,2059,2853,2088,3043	76,,: 
61,0,,14,818,2853,854,3043	100,,. 
61,0,,15,1658,3052,1686,3241	98,,(
61,0,,15,1558,3052,1622,3241	100,,) 
61,0,,15,1055,3052,1091,3241	78,,. 
61,0,,16,1735,3250,1770,3426	100,,(
61,0,,16,953,3250,989,3426	100,,. 
61,0,,17,1890,3447,1925,3638	98,,، 
61,0,,18,2363,3647,2410,3835	98,,: 
61,0,,19,1737,3844,1773,4017	77,,. 
62,0,,1,1612,100,1722,204	100,, 
62,0,,1,1657,100,1711,204	97,63, 
62,0,,1,1503,100,1771,204	80,,-
62,0,,2,2271,305,2293,493	100,,(
62,0,,2,2162,305,2227,493	96,,) 
62,0,,2,1865,305,1930,493	94,,. 
62,0,,3,2680,502,2745,689	100,,. 
62,0,,4,2423,698,2512,874	100,,(
62,0,,4,2309,698,2385,874	100,1, 
62,0,,4,2150,698,2309,874	100,,- 
62,0,,4,2010,698,2150,874	98,,) 
62,0,,4,383,698,408,874	100,,(
62,0,,4,326,698,345,874	99,,)
62,0,,5,807,883,906,1056	100,,. 
62,0,,6,3031,1065,3210,1242	99,5, 
62,0,,6,2295,1065,2350,1242	92,,، 
62,0,,6,1267,1065,1328,1242	98,,. 
62,0,,8,1928,1435,1950,1601	97,,(
62,0,,8,1832,1435,1884,1601	91,,) 
62,0,,8,1142,1435,1171,1601	100,,(
62,0,,8,1046,1435,1105,1601	92,,) 
62,0,,8,429,1435,495,1601	100,,، 
62,0,,9,2259,1610,2300,1782	92,,. 
62,0,,9,1152,1610,1226,1782	100,,، 
62,0,,9,379,1610,412,1782	99,,(
62,0,,9,326,1610,346,1782	100,,)
62,0,,10,1459,1793,1525,1980	100,,. 
62,0,,10,623,1793,688,1980	88,,: 
62,0,,11,2296,2003,2369,2176	100,,: 
62,0,,11,2248,2003,2296,2176	55,,«
62,0,,11,1015,2003,1076,2176	100,,، 
62,0,,12,2083,2187,2140,2372	98,,، 
62,0,,12,1106,2187,1169,2372	98,,، 
62,0,,12,491,2187,548,2372	100,,. 
62,0,,13,2403,2381,2465,2561	100,,. 
62,0,,13,736,2381,797,2561	100,,، 
62,0,,14,2030,2570,2112,2737	100,,(
62,0,,14,1902,2570,1990,2737	100,2, 
62,0,,14,1814,2570,1902,2737	94,,- 
62,0,,14,1672,2570,1814,2737	86,1,) 
62,0,,14,867,2570,928,2737	100,,، 
62,0,,15,2065,2746,2093,2909	96,,(
62,0,,15,1942,2746,2021,2909	94,,) 
62,0,,15,1640,2746,1713,2909	98,,، 
62,0,,15,729,2746,814,2909	98,,- 
62,0,,16,1852,2918,1949,3090	99,,: 
62,0,,16,971,2918,1047,3090	100,,- 
62,0,,17,2610,3099,2716,3286	100,,- 
62,0,,17,2227,3099,2286,3286	100,,، 
62,0,,17,1395,3099,1428,3286	96,,. 
62,0,,17,933,3099,1000,3286	76,,، 
62,0,,17,326,3099,345,3286	52,,،
62,0,,18,3051,3295,3154,3474	98,6, 
62,0,,18,1355,3295,1417,3474	78,,، 
62,0,,18,326,3295,346,3474	56,,؟
62,0,,19,326,3483,354,3661	77,,،
62,0,,20,1168,3682,1234,3861	100,,، 
62,0,,21,1745,3872,1797,4043	81,,. 
63,0,,1,1751,99,1855,210	89,, 
63,0,,1,1640,99,1847,210	100,63, 
63,0,,2,1509,313,1529,497	99,,(
63,0,,2,1402,313,1462,497	90,,) 
63,0,,2,1156,313,1222,497	86,,؛ 
63,0,,2,522,313,589,497	100,,. 
63,0,,3,1081,510,1165,695	100,,، 
63,0,,4,2125,704,2189,894	100,,: 
63,0,,4,1526,704,1590,894	100,,. 
63,0,,5,2675,913,2707,1090	89,,، 
63,0,,5,2033,913,2065,1090	96,,. 
63,0,,6,1440,1111,1504,1302	100,,، 
63,0,,7,3058,1311,3137,1482	99,,(
63,0,,7,2941,1311,3020,1482	82,2, 
63,0,,7,2791,1311,2941,1482	100,,- 
63,0,,7,2661,1311,2792,1482	100,,) 
63,0,,7,2204,1311,2276,1482	98,,. 
63,0,,8,2841,1491,2884,1674	98,, 
63,0,,8,2780,1491,2841,1674	100,,. 
63,0,,8,1222,1491,1290,1674	80,,، 
63,0,,9,2271,1701,2343,1880	97,,، 
63,0,,9,1137,1701,1163,1880	100,,(
63,0,,9,1014,1701,1099,1880	96,,) 
63,0,,9,949,1701,1014,1880	100,,، 
63,0,,10,2669,1915,2724,2080	94,,. 
63,0,,10,1959,1915,1983,2080	99,,(
63,0,,10,1866,1915,1914,2080	86,,) 
63,0,,10,760,1915,815,2080	100,,، 
63,0,,11,2747,2121,2808,2308	100,,. 
63,0,,11,891,2121,946,2308	94,,، 
63,0,,12,2328,2317,2397,2499	77,,. 
63,0,,12,1794,2317,1856,2499	99,,. 
63,0,,12,638,2317,699,2499	96,,) 
63,0,,13,904,2516,953,2703	100,,) 
63,0,,13,841,2516,903,2703	78,,، 
63,0,,14,2052,2728,2114,2916	99,,، 
63,0,,14,1506,2728,1524,2916	94,,(
63,0,,14,1399,2728,1462,2916	99,,) 
63,0,,15,2828,2925,2855,3115	100,,(
63,0,,15,2725,2925,2786,3115	98,,) 
63,0,,15,2307,2925,2369,3115	90,,، 
63,0,,15,1038,2925,1127,3115	98,,، 
63,0,,16,1579,3146,1647,3332	95,,، 
63,0,,17,2357,3341,2387,3523	100,,(
63,0,,17,2259,3341,2320,3523	61,,) 
63,0,,17,1662,3341,1734,3523	100,,. 
63,0,,18,2138,3550,2158,3726	100,,(
63,0,,18,2020,3550,2096,3726	92,,) 
63,0,,18,1957,3550,2020,3726	98,,. 
63,0,,19,1441,3735,1505,3905	76,,، 
63,0,,19,1081,3735,1158,3905	100,,(
63,0,,19,946,3735,1035,3905	100,3, 
63,0,,19,888,3735,945,3905	100,,-
63,0,,19,734,3735,824,3905	100,,) 
64,0,,1,1611,101,1719,209	100,, 
64,0,,1,1656,101,1707,209	100,64, 
64,0,,1,1501,101,1767,209	68,,-
64,0,,2,2484,320,2549,498	100,,، 
64,0,,2,1686,320,1751,498	100,,، 
64,0,,2,573,320,638,498	100,,: 
64,0,,2,512,320,572,498	100,,«
64,0,,3,2086,507,2134,689	82,,» 
64,0,,3,2025,507,2086,689	98,,. 
64,0,,3,955,507,982,689	100,,(
64,0,,3,859,507,913,689	100,,) 
64,0,,4,1134,698,1197,887	100,,، 
64,0,,6,2215,1101,2266,1280	57,,«
64,0,,6,1765,1101,1789,1280	88,,(
64,0,,6,1516,1101,1726,1280	99,,)». 
64,0,,6,328,1101,359,1280	100,,،
64,0,,7,2775,1293,2803,1484	100,,(
64,0,,7,2670,1293,2733,1484	100,,) 
64,0,,7,1151,1293,1207,1484	96,,، 
64,0,,7,332,1293,360,1484	99,,.
64,0,,8,701,1493,755,1676	100,,. 
64,0,,10,3037,1892,3197,2077	99,7, 
64,0,,10,2295,1892,2356,2077	100,,. 
64,0,,11,2484,2086,2546,2278	100,,، 
64,0,,11,1765,2086,1792,2278	100,,(
64,0,,11,1661,2086,1730,2278	100,,) 
64,0,,12,2653,2297,2725,2475	100,,. 
64,0,,12,458,2297,554,2475	100,,. 
64,0,,13,955,2496,980,2672	99,,.
64,0,,14,2117,2681,2174,2869	98,,: 
64,0,,14,1826,2681,1883,2869	99,,) 
64,0,,14,889,2681,974,2869	100,,(
64,0,,14,797,2681,846,2869	98,3, 
64,0,,14,640,2681,796,2869	99,,- 
64,0,,14,513,2681,640,2869	100,,) 
64,0,,15,2749,2878,2777,3066	99,,،
64,0,,15,2046,2878,2080,3066	100,,. 
64,0,,16,2365,3087,2397,3263	94,,، 
64,0,,16,1362,3087,1394,3263	100,,.
64,0,,16,749,3087,781,3263	94,,. 
64,0,,16,410,3087,429,3263	100,,(
64,0,,16,332,3087,365,3263	100,,)
64,0,,17,1065,3284,1104,3456	100,, 
64,0,,17,1032,3284,1064,3456	100,,،
64,0,,17,460,3284,492,3456	100,,،
64,0,,19,2572,3664,2604,3850	98,,. 
64,0,,20,2853,3865,2875,4042	100,,(
64,0,,20,806,3865,843,4042	100,,. 
65,0,,1,1802,99,1907,197	100,, 
65,0,,1,1851,99,1900,197	99,65, 
65,0,,1,1694,99,1960,197	95,,-
65,0,,2,2380,404,2437,592	100,,؛ 
65,0,,2,2132,404,2153,592	93,,(
65,0,,2,2033,404,2097,592	98,,) 
65,0,,2,594,404,644,592	100,,؛ 
65,0,,3,2608,601,2629,765	100,,(
65,0,,3,2458,601,2568,765	97,,)، 
65,0,,3,1159,601,1180,765	100,,(
65,0,,3,1063,601,1119,765	80,,) 
65,0,,4,1876,774,1923,941	74,,؛ 
65,0,,4,1435,774,1456,941	97,,(
65,0,,4,1334,774,1395,941	100,,) 
65,0,,5,2695,950,2750,1120	100,,؛ 
65,0,,5,2263,950,2287,1120	99,,(
65,0,,5,2176,950,2225,1120	98,,) 
65,0,,5,935,950,1002,1120	100,,. 
65,0,,6,1965,1129,2032,1293	99,,، 
65,0,,7,1542,1310,1606,1469	100,,(
65,0,,7,1409,1310,1516,1469	99,4,-
65,0,,7,1286,1310,1361,1469	100,,) 
65,0,,8,2564,1494,2628,1655	100,,. 
65,0,,8,515,1494,544,1655	98,,.
65,0,,9,941,1664,1011,1836	98,,. 
65,0,,9,890,1664,941,1836	100,,«
65,0,,10,2757,1845,2835,2018	100,,» 
65,0,,10,1901,1845,1932,2018	71,,(
65,0,,10,1792,1845,1869,2018	84,,) 
65,0,,10,1733,1845,1791,2018	100,,. 
65,0,,11,1754,2027,1797,2193	100,,-
65,0,,11,339,2027,400,2193	98,8,
65,0,,12,1811,2202,1883,2370	100,,. 
65,0,,13,801,2379,849,2556	92,,. 
65,0,,14,2005,2565,2055,2739	94,,، 
65,0,,14,1337,2565,1407,2739	100,,، 
65,0,,15,3000,2748,3061,2912	98,,، 
65,0,,15,2737,2748,2785,2912	76,,) 
65,0,,15,1616,2748,1643,2912	100,,(
65,0,,15,1508,2748,1575,2912	100,,) 
65,0,,16,1201,2921,1264,3084	100,,، 
65,0,,17,2926,3093,2989,3267	100,,، 
65,0,,17,1638,3093,1700,3267	100,,، 
65,0,,17,692,3093,755,3267	92,,. 
65,0,,18,1750,3276,1788,3450	100,,.
65,0,,18,695,3276,727,3450	100,,.
65,0,,18,308,3276,340,3450	66,9,
65,0,,19,2519,3463,2594,3641	99,,(
65,0,,19,2405,3463,2493,3641	96,4, 
65,0,,19,2296,3463,2404,3641	100,,- 
65,0,,19,1724,3463,1750,3641	100,,،
65,0,,19,346,3463,391,3641	100,,.
66,0,,1,1601,100,1701,198	97,, 
66,0,,1,1643,100,1693,198	99,66, 
66,0,,1,1488,100,1752,198	82,,-
66,0,,2,1585,447,1620,620	99,,(
66,0,,2,1487,447,1550,620	99,,) 
66,0,,3,2405,629,2450,811	99,,، 
66,0,,4,1294,820,1356,985	99,,. 
66,0,,5,2218,1000,2286,1162	100,,، 
66,0,,5,324,1000,352,1162	98,,.
66,0,,6,2369,1171,2438,1342	100,,؛ 
66,0,,6,324,1171,352,1342	82,,،
66,0,,7,2366,1351,2430,1522	100,,) 
66,0,,7,2316,1351,2366,1522	79,,، 
66,0,,7,388,1351,417,1522	100,,(
66,0,,7,324,1351,352,1522	99,,)
66,0,,8,2809,1539,2870,1701	80,,. 
66,0,,8,2252,1539,2313,1701	99,,، 
66,0,,8,1591,1539,1646,1701	99,,، 
66,0,,8,1029,1539,1065,1701	100,,. 
66,0,,9,2309,1710,2382,1878	100,,. 
66,0,,9,440,1710,501,1878	100,,، 
66,0,,10,1972,1887,2041,2058	100,,: 
66,0,,10,641,1887,698,2058	100,,. 
66,0,,11,3016,2067,3191,2237	100,11, 
66,0,,11,2590,2067,2652,2237	76,,. 
66,0,,11,1464,2067,1519,2237	90,,. 
66,0,,11,988,2067,1075,2237	88,,(
66,0,,11,869,2067,950,2237	100,5, 
66,0,,11,775,2067,868,2237	100,,- 
66,0,,12,1568,2246,1628,2411	100,,، 
66,0,,13,2252,2420,2315,2594	98,,. 
66,0,,13,1339,2420,1395,2594	100,,، 
66,0,,13,597,2420,660,2594	98,,، 
66,0,,14,2509,2603,2580,2772	94,,. 
66,0,,16,1360,2975,1386,3144	100,,(
66,0,,16,1259,2975,1327,3144	100,,) 
66,0,,17,1980,3157,2047,3312	99,,. 
66,0,,17,604,3157,693,3312	98,,، 
66,0,,19,1780,3515,1804,3674	99,,(
66,0,,19,1676,3515,1743,3674	100,,) 
66,0,,19,562,3515,628,3674	100,,، 
66,0,,20,1301,3683,1327,3860	100,,،
66,0,,20,650,3683,682,3860	90,,. 
67,0,,1,1825,101,1929,199	100,, 
67,0,,1,1714,101,1920,199	98,67, 
67,0,,2,1900,446,1966,597	100,,، 
67,0,,2,1183,446,1205,597	100,,(
67,0,,2,1073,446,1138,597	100,,) 
67,0,,2,742,446,764,597	100,,(
67,0,,2,643,446,708,597	100,,) 
67,0,,3,1983,620,2017,779	95,,، 
67,0,,3,1722,620,1778,779	100,,) 
67,0,,4,2124,798,2193,960	100,,: 
67,0,,5,2797,969,2853,1141	98,,. 
67,0,,5,789,969,858,1141	100,,(
67,0,,5,643,969,763,1141	100,5,-
67,0,,5,509,969,566,1141	100,,)
67,0,,6,2386,1150,2444,1305	92,,. 
67,0,,6,1129,1150,1188,1305	100,,، 
67,0,,7,1881,1320,1944,1487	98,,، 
67,0,,7,1100,1320,1162,1487	86,,. 
67,0,,8,1502,1500,1562,1659	100,,، 
67,0,,9,2863,1668,2935,1828	100,,، 
67,0,,9,519,1668,543,1828	99,,.
67,0,,10,2320,1837,2344,1987	100,,(
67,0,,10,2220,1837,2275,1987	98,,) 
67,0,,10,828,1837,852,1987	77,,(
67,0,,10,734,1837,790,1987	100,,) 
67,0,,11,2883,1996,2950,2141	100,,. 
67,0,,11,1350,1996,1417,2141	100,,، 
67,0,,13,2305,2320,2369,2478	100,,. 
67,0,,13,833,2320,868,2478	90,,.
67,0,,14,2500,2583,2524,2732	100,,(
67,0,,14,2406,2583,2462,2732	100,,) 
67,0,,14,674,2583,736,2732	90,,. 
67,0,,14,322,2583,366,2732	99,12,
67,0,,15,2614,2741,2686,2895	100,,، 
67,0,,15,1517,2741,1589,2895	90,,. 
67,0,,15,842,2741,909,2895	100,,. 
67,0,,16,1716,2904,1740,3055	99,,(
67,0,,16,1611,2904,1678,3055	100,,) 
67,0,,16,895,2904,956,3055	100,,. 
67,0,,17,2124,3064,2185,3223	96,,) 
67,0,,17,1887,3064,1953,3223	100,,. 
67,0,,18,1437,3232,1497,3375	100,,. 
67,0,,19,516,3384,547,3541	76,,،
67,0,,20,2316,3550,2398,3709	100,,(
67,0,,20,2193,3550,2269,3709	97,6, 
67,0,,20,2093,3550,2193,3709	100,,- 
67,0,,21,2748,3718,2772,3877	99,,.
68,0,,1,1605,99,1727,199	99,,- 
68,0,,1,1682,99,1731,199	100,68, 
68,0,,1,1528,99,1790,199	60,,-
68,0,,2,1630,458,1767,520	100,, 
68,0,,2,860,458,1631,520	100,, 
68,0,,3,2323,529,2824,653	97,21, 
68,0,,3,2223,529,2322,653	100,, 
68,0,,4,2443,874,2498,1051	94,,) 
68,0,,4,1965,874,1986,1051	97,,(
68,0,,4,1861,874,1924,1051	100,,) 
68,0,,5,2566,1060,2590,1224	99,,(
68,0,,5,2460,1060,2531,1224	98,,) 
68,0,,5,2087,1060,2152,1224	99,,. 
68,0,,5,559,1060,619,1224	81,,. 
68,0,,6,2248,1233,2312,1407	82,,، 
68,0,,7,2214,1416,2243,1588	57,,(
68,0,,7,2087,1416,2144,1588	100,, 
68,0,,8,2509,1597,2572,1755	100,,، 
68,0,,8,1065,1597,1109,1755	90,,) 
68,0,,8,1008,1597,1064,1755	100,,. 
68,0,,9,2424,1764,2491,1946	100,,، 
68,0,,10,827,1955,888,2127	100,,، 
68,0,,11,3023,2136,3182,2304	85,3, 
68,0,,11,593,2136,618,2304	95,,(
68,0,,11,486,2136,549,2304	100,,) 
68,0,,12,2715,2313,2784,2487	100,,. 
68,0,,12,1442,2313,1544,2487	100,,): 
68,0,,12,475,2313,542,2487	100,,، 
68,0,,13,722,2498,790,2659	100,,: 
68,0,,14,2647,2668,2713,2843	100,,، 
68,0,,14,1656,2668,1716,2843	100,,، 
68,0,,14,1151,2668,1223,2843	94,,. 
68,0,,15,2281,2860,2361,3021	86,,(
68,0,,15,2162,2860,2237,3021	84,6, 
68,0,,15,2049,2860,2161,3021	98,,- 
68,0,,15,1304,2860,1329,3021	100,,(
68,0,,15,1191,2860,1266,3021	100,,) 
68,0,,15,1123,2860,1191,3021	100,,. 
68,0,,16,2289,3030,2357,3184	74,,، 
68,0,,16,1530,3030,1586,3184	92,,. 
68,0,,16,547,3030,614,3184	90,,، 
68,0,,17,2106,3215,2130,3379	100,,(
68,0,,17,2007,3215,2062,3379	76,,) 
68,0,,18,1825,3388,1919,3554	99,1,) 
68,0,,18,1763,3388,1824,3554	99,,. 
68,0,,18,1379,3388,1480,3554	94,0,) 
68,0,,18,1358,3388,1379,3554	92,,"
68,0,,18,670,3388,738,3554	100,,، 
68,0,,19,1755,3563,1821,3740	100,,، 
68,0,,19,1436,3563,1508,3740	86,1,)
68,0,,19,900,3563,966,3740	94,,: 
69,0,,1,1839,97,1944,202	100,, 
69,0,,1,1881,97,1933,202	97,69, 
69,0,,1,1728,97,1996,202	53,,-
69,0,,2,933,421,998,585	100,,. 
69,0,,3,1309,594,1406,761	100,,- 
69,0,,4,1582,782,1679,950	100,,- 
69,0,,5,1924,959,1985,1129	99,,. 
69,0,,6,2032,1142,2100,1291	99,,: 
69,0,,6,1987,1142,2032,1291	100,,«
69,0,,6,1153,1142,1176,1291	100,,(
69,0,,6,1046,1142,1113,1291	90,,) 
69,0,,6,755,1142,834,1291	100,,» 
69,0,,6,699,1142,755,1291	100,,. 
69,0,,7,2962,1302,3024,1480	99,,: 
69,0,,7,2935,1302,2962,1480	100,,(
69,0,,7,2832,1302,2901,1480	100,,) 
69,0,,7,2777,1302,2833,1480	100,,«
69,0,,7,1846,1302,1915,1480	85,,» 
69,0,,7,1539,1302,1565,1480	100,,(
69,0,,7,1429,1302,1504,1480	94,,) 
69,0,,7,997,1302,1045,1480	100,,«
69,0,,8,2750,1489,2817,1662	100,,، 
69,0,,8,2695,1489,2749,1662	94,,«
69,0,,8,1490,1489,1532,1662	91,,«
69,0,,8,1039,1489,1105,1662	90,,» 
69,0,,9,2418,1671,2479,1840	100,,. 
69,0,,9,1222,1671,1284,1840	100,,، 
69,0,,9,1022,1671,1053,1840	100,,(
69,0,,9,922,1671,984,1840	100,,) 
69,0,,10,2374,1849,2434,2010	100,,. 
69,0,,10,1019,1849,1085,2010	100,,: 
69,0,,11,1250,2029,1319,2196	96,,، 
69,0,,12,2637,2205,2703,2366	100,,، 
69,0,,12,1883,2205,1960,2366	82,,(
69,0,,12,1767,2205,1844,2366	100,7, 
69,0,,12,1673,2205,1767,2366	100,,- 
69,0,,12,523,2205,550,2366	92,,.
69,0,,13,2814,2393,2840,2552	100,,(
69,0,,13,2709,2393,2775,2552	100,,) 
69,0,,13,2036,2393,2063,2552	100,,(
69,0,,13,1932,2393,1991,2552	93,,) 
69,0,,13,1160,2393,1213,2552	100,,. 
69,0,,13,303,2393,336,2552	98,3,
69,0,,14,2995,2561,3023,2730	100,,(
69,0,,14,2896,2561,2960,2730	100,,) 
69,0,,14,2032,2561,2102,2730	82,,. 
69,0,,14,1511,2561,1547,2730	100,,(
69,0,,14,1420,2561,1476,2730	100,,) 
69,0,,15,2097,2739,2160,2906	98,,. 
69,0,,16,2156,2915,2239,3071	82,,، 
69,0,,16,1309,2915,1339,3071	100,,(
69,0,,16,1216,2915,1275,3071	100,,) 
69,0,,17,1085,3080,1140,3253	100,,. 
69,0,,18,2209,3262,2272,3432	93,,. 
69,0,,18,1688,3262,1764,3432	95,,: 
69,0,,18,1643,3262,1687,3432	86,,«
69,0,,19,2472,3447,2533,3620	92,,، 
69,0,,19,2047,3447,2087,3620	100,,(
69,0,,19,1953,3447,2027,3620	94,0,)
69,0,,19,1405,3447,1433,3620	96,,:
70,0,,1,1677,99,1807,197	100,,- 
70,0,,1,1774,99,1773,197	98,2, 
70,0,,1,1625,99,1867,197	60,,-
70,0,,6,2541,1139,2572,1311	98,,: 
70,0,,7,1674,1418,1751,1575	100,,، 
70,0,,7,1644,1418,1674,1575	82,,«
70,0,,7,581,1418,641,1575	100,,. 
70,0,,8,2872,1584,2914,1747	100,,«
70,0,,8,1724,1584,1797,1747	82,,، 
70,0,,8,1682,1584,1724,1747	100,,«
70,0,,8,884,1584,962,1747	97,,» 
70,0,,8,415,1584,439,1747	100,,.
70,0,,9,2877,1834,2963,1998	95,,(
70,0,,9,2760,1834,2834,1998	100,7, 
70,0,,9,2649,1834,2760,1998	100,,- 
70,0,,9,1674,1834,1692,1998	99,,(
70,0,,9,1569,1834,1630,1998	100,,) 
70,0,,9,415,1834,439,1998	96,,:
70,0,,10,1967,2007,2024,2160	98,,، 
70,0,,10,1499,2007,1572,2160	100,,: 
70,0,,10,1442,2007,1500,2160	86,,«
70,0,,11,2595,2169,2673,2319	100,,، 
70,0,,11,2540,2169,2595,2319	99,,. 
70,0,,11,2253,2169,2324,2319	96,,: 
70,0,,11,2199,2169,2254,2319	88,,«
70,0,,11,2083,2169,2145,2319	92,, 
70,0,,11,1811,2169,1850,2319	99,,(
70,0,,11,1718,2169,1781,2319	96,,) 
70,0,,12,2294,2328,2366,2483	100,,» 
70,0,,12,2234,2328,2293,2483	100,,. 
70,0,,13,1995,2492,2065,2643	99,,. 
70,0,,14,1625,2652,1686,2800	99,,، 
70,0,,15,2470,2809,2534,2969	100,,، 
70,0,,15,1622,2809,1686,2969	99,,، 
70,0,,15,473,2809,494,2969	86,,(
70,0,,15,415,2809,429,2969	96,,)
70,0,,16,2318,2978,2349,3118	100,,(
70,0,,16,2211,2978,2280,3118	100,,) 
70,0,,16,2141,2978,2210,3118	100,,. 
70,0,,17,2793,3127,2854,3283	97,,. 
70,0,,18,1953,3292,2034,3443	76,,.
70,0,,18,1204,3292,1271,3443	98,,» 
70,0,,18,983,3292,1010,3443	100,,(
70,0,,18,890,3292,950,3443	100,,) 
70,0,,19,2811,3452,2881,3605	78,,. 
70,0,,19,1010,3452,1080,3605	86,,، 
70,0,,20,2498,3614,2580,3778	100,,، 
70,0,,20,1796,3614,1866,3778	100,,. 
70,0,,20,1129,3614,1217,3778	100,,« 
71,0,,1,1843,100,1947,200	69,, 
71,0,,1,1894,100,1944,200	100,71, 
71,0,,1,1741,100,2002,200	87,,-
71,0,,2,2025,427,2101,609	74,,. 
71,0,,2,1980,427,2026,609	100,,«
71,0,,2,611,427,634,609	98,,(
71,0,,2,536,427,571,609	55,,)
71,0,,3,2583,622,2654,783	100,,، 
71,0,,3,1681,622,1722,783	100,,«
71,0,,4,2222,792,2298,967	84,,. 
71,0,,4,1427,792,1459,967	73,,(
71,0,,4,1320,792,1389,967	81,,) 
71,0,,4,601,792,651,967	100,,، 
71,0,,5,2829,976,2913,1146	71,,(
71,0,,5,2711,976,2794,1146	99,8, 
71,0,,5,2616,976,2711,1146	99,,- 
71,0,,5,2278,976,2343,1146	96,,، 
71,0,,5,1002,976,1050,1146	92,,. 
71,0,,5,729,976,771,1146	76,,«
71,0,,6,1891,1155,1954,1313	100,,، 
71,0,,7,2148,1322,2179,1475	84,,. 
71,0,,7,1942,1322,1975,1475	100,,«
71,0,,7,710,1322,761,1475	100,,، 
71,0,,8,1228,1484,1289,1646	100,,. 
71,0,,9,2179,1655,2235,1818	100,,، 
71,0,,9,842,1655,905,1818	100,,. 
71,0,,10,2538,1827,2638,1986	100,,: 
71,0,,11,2145,1995,2238,2155	96,,، 
71,0,,11,2089,1995,2145,2155	96,,« 
71,0,,11,1456,1995,1520,2155	100,,» 
71,0,,11,1194,1995,1229,2155	100,,(
71,0,,11,1101,1995,1151,2155	89,,) 
71,0,,12,1904,2164,1972,2324	100,,. 
71,0,,12,651,2164,718,2324	100,,، 
71,0,,13,1845,2333,1908,2495	99,,. 
71,0,,13,526,2333,551,2495	98,,.
71,0,,14,3155,2504,3220,2657	95,,« 
71,0,,14,2845,2504,2916,2657	98,,» 
71,0,,14,1507,2504,1578,2657	92,,. 
71,0,,15,2024,2666,2094,2834	96,,. 
71,0,,15,1979,2666,2024,2834	97,,«
71,0,,15,1418,2666,1501,2834	98,,، 
71,0,,15,684,2666,755,2834	100,,» 
71,0,,16,1104,2843,1171,3003	100,,: 
71,0,,16,305,2843,336,3003	100,7,
71,0,,17,3168,3012,3216,3174	88,,«
71,0,,17,1776,3012,1848,3174	81,,» 
71,0,,17,1704,3012,1776,3174	100,,، 
71,0,,17,1306,3012,1354,3174	100,,«
71,0,,18,2922,3183,2987,3346	98,,» 
71,0,,18,1513,3183,1579,3346	100,,. 
71,0,,18,659,3183,685,3346	100,,(
71,0,,18,548,3183,620,3346	100,,) 
71,0,,18,522,3183,548,3346	93,,.
71,0,,19,2271,3355,2361,3518	100,,، 
71,0,,19,816,3355,912,3518	100,,. 
71,0,,20,2952,3529,3033,3686	99,,(
71,0,,20,2827,3529,2914,3686	92,8, 
71,0,,20,2714,3529,2826,3686	100,,- 
71,0,,20,1983,3529,2014,3686	98,,(
71,0,,20,1883,3529,1945,3686	94,,) 
71,0,,20,1639,3529,1670,3686	100,,(
71,0,,20,1508,3529,1601,3686	100,,) 
71,0,,21,3024,3695,3088,3862	96,,. 
71,0,,21,2967,3695,3024,3862	99,,«
71,0,,21,1944,3695,2008,3862	97,, 
71,0,,21,1887,3695,1944,3862	98,,، 
72,0,,1,1601,101,1723,198	100,,- 
72,0,,1,1699,101,1700,198	100,2, 
72,0,,1,1521,101,1789,198	70,,-
72,0,,2,1442,429,1510,602	100,,. 
72,0,,2,1398,429,1441,602	98,,«
